Índice de Precios al Consumidor (IPC);;;;;;;;;;;;;;;
Cobertura Nacional - Año base 2018;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Año;Mes;DIVISION;GRUPO;CLASE;SUBCLASE;PRODUCTO;GLOSA;Ponderación;Índice;Variación Mensual  ( % );Variación Acumulada   ( % );Variación 12 Meses   ( % );Incidencia Mensual   ( % );Incidencia Acumulada    ( % );Incidencia 12 Meses    ( % )
2019;6;2;2;;;;TABACO;190.687;104.00;0.0;4.0; ;0.000;0.076; 
2019;6;3;2;;;;CALZADO;120.103;101.10;-0.2;2.0; ;-0.002;0.024; 
2019;6;4;2;;;;CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA;171.195;104.32;0.6;1.2; ;0.010;0.022; 
2019;6;5;2;;;;TEXTILES PARA EL HOGAR;0.26025;97.59;-0.6;2.6; ;-0.001;0.006; 
2019;6;6;2;;;;SERVICIOS PARA PACIENTES EXTERNOS;389.758;102.50;0.0;2.0; ;0.001;0.076; 
2019;6;7;2;;;;FUNCIONAMIENTO DE VEHÍCULOS DE TRANSPORTE PERSONAL;554.238;102.06;-0.1;0.2; ;-0.007;0.010; 
2019;6;8;2;;;;SERVICIOS DE TELECOMUNICACIONES;48.411;97.71;-0.1;-0.2; ;-0.004;-0.011; 
2019;6;9;2;;;;OTROS EQUIPOS Y ARTÍCULOS PARA LA RECREACIÓN, FLORES, JARDINERÍA Y MASCOTAS;187.182;101.15;0.6;0.9; ;0.011;0.017; 
2019;6;10;2;;;;ENSEÑANZA MEDIA (SECUNDARIA);0.64279;102.10;0.0;1.7; ;0.000;0.011; 
2019;6;11;2;;;;SERVICIOS DE ALOJAMIENTO;0.51476;100.86;-0.3;1.7; ;-0.001;0.008; 
2019;6;12;2;;;;OTROS ARTÍCULOS PERSONALES;0.61879;97.92;-0.5;-0.5; ;-0.003;-0.003; 
2019;6;4;3;;;;SUMINISTROS DE AGUA Y SERVICIOS DIVERSOS RELACIONADOS CON LA VIVIENDA;319.834;102.52;0.3;0.2; ;0.010;0.006; 
2019;6;5;3;;;;ARTEFACTOS PARA EL HOGAR;0.86579;100.40;-0.4;1.6; ;-0.004;0.014; 
2019;6;6;3;;;;SERVICIOS DE HOSPITAL;0.97156;102.41;0.1;1.7; ;0.001;0.017; 
2019;6;7;3;;;;SERVICIOS DE TRANSPORTE;432.204;100.78;-0.9;-1.1; ;-0.037;-0.050; 
2019;6;9;3;;;;SERVICIOS DE RECREACIÓN Y CULTURA;207.283;102.95;0.1;2.3; ;0.002;0.047; 
2019;6;10;3;;;;ENSEÑANZA POSTSECUNDARIA NO TERCIARIA;0.16925;108.46;0.0;8.3; ;0.000;0.014; 
2019;6;12;3;;;;SEGUROS;0.61603;105.00;0.2;1.5; ;0.001;0.010; 
2019;6;4;4;;;;ELECTRICIDAD, GAS Y OTROS COMBUSTIBLES;438.819;104.64;-0.5;5.2; ;-0.021;0.224; 
2019;6;5;4;;;;ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR;0.28175;101.31;0.0;1.5; ;0.000;0.004; 
2019;6;9;4;;;;PERIÓDICOS, LIBROS Y ÚTILES DE OFICINA;0.81729;102.03;0.2;0.6; ;0.002;0.005; 
2019;6;10;4;;;;ENSEÑANZA SUPERIOR (TERCIARIA);352.689;105.35;0.0;4.6; ;0.000;0.162; 
2019;6;12;4;;;;SERVICIOS FINANCIEROS;0.23354;101.97;0.3;0.6; ;0.001;0.001; 
2019;6;5;5;;;;HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDÍN;0.31476;102.51;1.2;2.8; ;0.004;0.009; 
2019;6;9;5;;;;PAQUETES TURÍSTICOS;0.76585;126.26;2.0;14.0; ;0.018;0.118; 
2019;6;10;5;;;;ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL U OTRAS ENSEÑANZAS;0.53344;111.49;0.0;6.9; ;0.000;0.038; 
2019;6;12;5;;;;OTROS SERVICIOS;0.90116;104.54;0.1;2.8; ;0.001;0.025; 
2019;6;5;6;;;;BIENES Y SERVICIOS PARA LA CONSERVACIÓN CORRIENTE DEL HOGAR;379.413;101.93;0.1;1.5; ;0.003;0.056; 
2019;6;1;1;1;;;PAN Y CEREALES;403.457;103.65;0.5;2.3; ;0.019;0.094; 
2019;6;2;1;1;;;BEBIDAS DESTILADAS;0.50926;98.50;-1.0;-1.0; ;-0.005;-0.005; 
2019;6;3;1;1;;;MATERIALES PARA VESTUARIO;0.03406;101.58;0.8;0.1; ;0.000;0.000; 
2019;6;4;1;1;;;ARRIENDOS EFECTIVOS;552.872;104.78;0.2;3.0; ;0.013;0.166; 
2019;6;5;1;1;;;MUEBLES Y ARTÍCULOS PARA EL HOGAR;0.98359;98.79;-1.7;-1.1; ;-0.016;-0.010; 
2019;6;6;1;1;;;PRODUCTOS FARMACÉUTICOS;242.319;101.46;0.1;0.6; ;0.003;0.014; 
2019;6;7;1;1;;;VEHÍCULOS A MOTOR;312.888;98.84;0.7;0.2; ;0.021;0.005; 
2019;6;8;1;1;;;EQUIPOS TELEFÓNICOS;0.61378;93.16;-2.1;-2.7; ;-0.012;-0.016; 
2019;6;9;1;1;;;EQUIPOS PARA LA RECEPCIÓN, GRABACIÓN Y REPRODUCCIÓN DE SONIDOS E IMÁGENES;0.48354;91.49;1.2;-0.7; ;0.005;-0.003; 
2019;6;10;1;1;;;ENSEÑANZA PRE-ESCOLAR Y ENSEÑANZA BÁSICA (PRIMARIA);172.331;104.78;0.0;4.2; ;0.000;0.072; 
2019;6;11;1;1;;;RESTAURANTES, CAFÉS Y ESTABLECIMIENTOS SIMILARES;586.871;103.00;0.1;1.3; ;0.007;0.078; 
2019;6;12;1;1;;;SALONES DE PELUQUERÍA Y ESTABLECIMIENTOS DE CUIDADOS PERSONALES;0.39909;102.93;0.0;1.3; ;0.000;0.005; 
2019;6;1;2;1;;;CAFÉ, TÉ Y CACAO;0.38216;101.36;-0.4;1.0; ;-0.001;0.004; 
2019;6;2;2;1;;;TABACO;190.687;104.00;0.0;4.0; ;0.000;0.076; 
2019;6;3;2;1;;;ZAPATOS Y OTROS CALZADOS;120.103;101.10;-0.2;2.0; ;-0.002;0.024; 
2019;6;4;2;1;;;MATERIALES PARA LA CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA;0.82245;103.09;0.2;-0.1; ;0.002;-0.001; 
2019;6;5;2;1;;;TEXTILES PARA EL HOGAR;0.26025;97.59;-0.6;2.6; ;-0.001;0.006; 
2019;6;6;2;1;;;SERVICIOS MÉDICOS;169.192;102.16;0.1;1.6; ;0.001;0.026; 
2019;6;7;2;1;;;PIEZAS DE REPUESTOS Y ACCESORIOS PARA VEHÍCULOS DE TRANSPORTE PERSONAL;0.39799;97.23;1.0;-1.8; ;0.004;-0.007; 
2019;6;8;2;1;;;SERVICIOS DE TELECOMUNICACIONES;48.411;97.71;-0.1;-0.2; ;-0.004;-0.011; 
2019;6;9;2;1;;;JUGUETES Y CONSOLAS DE VIDEOJUEGO;0.45272;97.85;0.2;-0.8; ;0.001;-0.004; 
2019;6;10;2;1;;;ENSEÑANZA MEDIA (SECUNDARIA);0.64279;102.10;0.0;1.7; ;0.000;0.011; 
2019;6;11;2;1;;;SERVICIOS DE ALOJAMIENTO;0.51476;100.86;-0.3;1.7; ;-0.001;0.008; 
2019;6;12;2;1;;;JOYERÍA Y RELOJES;0.24136;100.94;-0.1;0.2; ;0.000;0.001; 
2019;6;4;3;1;;;SUMINISTRO DE AGUA;165.637;102.13;0.0;-0.3; ;0.000;-0.006; 
2019;6;5;3;1;;;GRANDES ARTEFACTOS ELÉCTRICOS O NO PARA EL HOGAR;0.6103;101.26;-1.2;1.9; ;-0.007;0.012; 
2019;6;6;3;1;;;SERVICIOS DE HOSPITAL;0.97156;102.41;0.1;1.7; ;0.001;0.017; 
2019;6;7;3;1;;;TRANSPORTE DE PASAJEROS POR VÍAS URBANAS Y CARRETERAS;230.383;102.78;-0.8;-1.6; ;-0.020;-0.038; 
2019;6;9;3;1;;;SERVICIOS DE RECREACIÓN Y DEPORTIVOS;116.052;101.32;-0.1;1.3; ;-0.001;0.015; 
2019;6;10;3;1;;;ENSEÑANZA POSTSECUNDARIA NO TERCIARIA;0.16925;108.46;0.0;8.3; ;0.000;0.014; 
2019;6;12;3;1;;;SEGUROS RELACIONADOS CON EL TRANSPORTE;0.61603;105.00;0.2;1.5; ;0.001;0.010; 
2019;6;4;4;1;;;ELECTRICIDAD;227.238;109.40;0.1;12.8; ;0.002;0.279; 
2019;6;5;4;1;;;ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR;0.28175;101.31;0.0;1.5; ;0.000;0.004; 
2019;6;9;4;1;;;LIBROS, DICCIONARIOS, ENCICLOPEDIAS Y OTROS SIMILARES;0.40005;101.57;-0.2;0.6; ;-0.001;0.003; 
2019;6;10;4;1;;;ENSEÑANZA SUPERIOR (TERCIARIA);352.689;105.35;0.0;4.6; ;0.000;0.162; 
2019;6;12;4;1;;;OTROS SERVICIOS FINANCIEROS;0.23354;101.97;0.3;0.6; ;0.001;0.001; 
2019;6;5;5;1;;;HERRAMIENTAS Y ACCESORIOS DIVERSOS;0.31476;102.51;1.2;2.8; ;0.004;0.009; 
2019;6;9;5;1;;;PAQUETES TURÍSTICOS;0.76585;126.26;2.0;14.0; ;0.018;0.118; 
2019;6;10;5;1;;;ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL;0.53344;111.49;0.0;6.9; ;0.000;0.038; 
2019;6;12;5;1;;;OTROS SERVICIOS;0.90116;104.54;0.1;2.8; ;0.001;0.025; 
2019;6;5;6;1;;;BIENES NO DURABLES PARA EL HOGAR;114.683;100.63;-0.2;1.7; ;-0.002;0.019; 
2019;6;1;1;2;;;CARNES;439.152;101.29;0.8;2.2; ;0.033;0.094; 
2019;6;2;1;2;;;VINOS;0.96935;102.62;0.8;1.2; ;0.008;0.012; 
2019;6;3;1;2;;;VESTUARIO;209.326;97.68;-0.7;-0.3; ;-0.015;-0.006; 
2019;6;5;1;2;;;SERVICIO DE REPARACIÓN DE MUEBLES;0.02258;104.28;0.7;2.7; ;0.000;0.001; 
2019;6;6;1;2;;;OTROS PRODUCTOS MÉDICOS;0.07603;101.43;-2.8;0.8; ;-0.002;0.001; 
2019;6;7;1;2;;;MOTOCICLETAS;0.05903;104.57;0.1;4.9; ;0.000;0.003; 
2019;6;9;1;2;;;EQUIPOS FOTOGRÁFICOS;0.06172;98.73;3.1;2.3; ;0.002;0.001; 
2019;6;12;1;2;;;PRODUCTOS PARA EL CUIDADO E HIGIENE PERSONAL;238.399;102.03;-0.9;1.7; ;-0.021;0.040; 
2019;6;1;2;2;;;AGUAS MINERALES, REFRESCOS, GASEOSAS Y JUGOS DE FRUTA;178.184;103.86;-0.2;1.2; ;-0.004;0.021; 
2019;6;4;2;2;;;SERVICIOS PARA LA CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA;0.8895;105.45;0.9;2.5; ;0.008;0.023; 
2019;6;6;2;2;;;SERVICIOS DENTALES;126.413;103.46;0.0;3.0; ;0.000;0.038; 
2019;6;7;2;2;;;COMBUSTIBLES Y LUBRICANTES PARA VEHÍCULOS DE TRANSPORTE PERSONAL;315.228;101.94;-0.3;-1.2; ;-0.011;-0.040; 
2019;6;9;2;2;;;EQUIPOS DEPORTIVOS, CAMPING Y RECREACIÓN;0.29935;100.10;0.2;0.6; ;0.001;0.002; 
2019;6;12;2;2;;;OTROS ARTÍCULOS PERSONALES;0.37743;95.99;-0.9;-1.0; ;-0.003;-0.004; 
2019;6;4;3;2;;;SERVICIO DE RETIRO DE BASURA;0.09053;104.33;0.0;1.5; ;0.000;0.001; 
2019;6;5;3;2;;;PEQUEÑOS ARTEFACTOS PARA EL HOGAR;0.21586;97.40;1.7;0.6; ;0.003;0.001; 
2019;6;7;3;2;;;TRANSPORTE DE PASAJEROS POR AIRE;0.75389;86.57;-2.7;-7.1; ;-0.018;-0.050; 
2019;6;9;3;2;;;SERVICIOS CULTURALES;0.88753;105.17;0.3;3.6; ;0.003;0.032; 
2019;6;4;4;2;;;GAS;161.066;99.24;-1.1;-4.2; ;-0.017;-0.070; 
2019;6;9;4;2;;;DIARIOS;0.0714;105.90;0.0;5.9; ;0.000;0.004; 
2019;6;5;6;2;;;SERVICIOS DOMÉSTICOS PARA EL HOGAR;26.473;102.49;0.2;1.4; ;0.004;0.037; 
2019;6;1;1;3;;;PESCADOS Y MARISCOS;0.57242;101.66;2.1;5.4; ;0.012;0.029; 
2019;6;2;1;3;;;CERVEZAS;139.219;102.69;-0.5;2.1; ;-0.007;0.029; 
2019;6;3;1;3;;;ARTÍCULOS Y ACCESORIOS DE VESTIR;0.11757;101.78;-0.4;1.1; ;0.000;0.001; 
2019;6;6;1;3;;;ARTEFACTOS Y ARTÍCULOS TERAPÉUTICOS;0.39942;102.21;0.1;1.4; ;0.000;0.006; 
2019;6;7;1;3;;;BICICLETAS;0.06915;93.42;-2.1;-3.8; ;-0.001;-0.003; 
2019;6;9;1;3;;;EQUIPOS DE PROCESAMIENTO INFORMÁTICO;0.46834;95.00;-0.5;-1.9; ;-0.002;-0.008; 
2019;6;6;2;3;;;SERVICIOS PARAMÉDICOS;0.94153;101.83;0.0;1.3; ;0.000;0.012; 
2019;6;7;2;3;;;CONSERVACIÓN Y REPARACIÓN DE VEHÍCULOS DE TRANSPORTE PERSONAL;0.89246;101.81;0.0;0.8; ;0.000;0.007; 
2019;6;9;2;3;;;JARDINERÍA Y FLORES;0.11965;101.37;-0.5;0.7; ;-0.001;0.001; 
2019;6;4;3;3;;;OTROS SERVICIOS RELACIONADOS CON LA VIVIENDA;145.144;102.86;0.6;0.7; ;0.009;0.011; 
2019;6;5;3;3;;;REPARACIÓN DE ARTEFACTOS PARA EL HOGAR;0.03963;103.59;1.1;1.8; ;0.000;0.001; 
2019;6;7;3;3;;;TRANSPORTE COMBINADO DE PASAJEROS;126.432;105.62;0.0;2.9; ;0.000;0.037; 
2019;6;9;3;3;;;JUEGOS DE AZAR;0.02478;100.00;0.0;0.0; ;0.000;0.000; 
2019;6;4;4;3;;;OTROS COMBUSTIBLES DE USO DOMÉSTICO;0.50515;100.42;-1.2;3.1; ;-0.006;0.015; 
2019;6;9;4;3;;;ARTÍCULOS ESCOLARES Y DE ESCRITORIO;0.34584;101.77;0.7;-0.5; ;0.002;-0.002; 
2019;6;1;1;4;;;PRODUCTOS LÁCTEOS, QUESOS Y HUEVOS;242.231;102.51;0.1;2.1; ;0.003;0.052; 
2019;6;3;1;4;;;LIMPIEZA Y REPARACIÓN DE VESTUARIO;0.06004;103.92;0.4;2.8; ;0.000;0.002; 
2019;6;9;1;4;;;MEDIOS PREGRABADOS Y PARA GRABACIÓN;0.04773;82.13;-1.8;-12.7; ;-0.001;-0.006; 
2019;6;7;2;4;;;OTROS SERVICIOS RELATIVOS A VEHÍCULOS DE TRANSPORTE PERSONAL;109.965;104.36;0.0;4.6; ;0.000;0.050; 
2019;6;9;2;4;;;MASCOTAS Y PRODUCTOS RELACIONADOS;0.75279;102.20;1.1;1.2; ;0.008;0.009; 
2019;6;1;1;5;;;ACEITES Y GRASAS;0.53071;101.60;0.4;0.9; ;0.002;0.005; 
2019;6;9;2;5;;;SERVICIOS VETERINARIOS;0.24731;105.16;0.7;3.5; ;0.002;0.009; 
2019;6;1;1;6;;;FRUTAS;0.97316;97.91;2.1;-8.1; ;0.019;-0.084; 
2019;6;1;1;7;;;HORTALIZAS, LEGUMBRES Y TUBÉRCULOS;25.863;99.87;-0.3;-0.7; ;-0.007;-0.018; 
2019;6;1;1;8;;;AZÚCAR, MERMELADA, MIEL, CHOCOLATE Y DULCES DE AZÚCAR;0.92862;103.46;1.1;2.6; ;0.010;0.024; 
2019;6;1;1;9;;;OTROS PRODUCTOS ALIMENTICIOS;0.6977;103.83;0.5;2.7; ;0.003;0.019; 
2019;6;1;1;1;1;;ARROZ;0.18033;97.37;0.4;-2.4; ;0.001;-0.004; 
2019;6;2;1;1;1;;DESTILADOS;0.50926;98.50;-1.0;-1.0; ;-0.005;-0.005; 
2019;6;3;1;1;1;;TELAS PARA CONFECCIÓN DE VESTUARIO;0.03406;101.58;0.8;0.1; ;0.000;0.000; 
2019;6;4;1;1;1;;ARRIENDO EFECTIVO;552.872;104.78;0.2;3.0; ;0.013;0.166; 
2019;6;5;1;1;1;;MUEBLES PARA EL HOGAR;0.81282;98.29;-2.4;-1.0; ;-0.019;-0.008; 
2019;6;6;1;1;1;;MEDICAMENTOS;242.319;101.46;0.1;0.6; ;0.003;0.014; 
2019;6;7;1;1;1;;AUTOMÓVIL NUEVO;285.541;99.46;0.8;0.6; ;0.022;0.016; 
2019;6;8;1;1;1;;EQUIPOS TELEFÓNICOS;0.61378;93.16;-2.1;-2.7; ;-0.012;-0.016; 
2019;6;9;1;1;1;;TELEVISORES;0.40468;90.82;1.5;-1.8; ;0.005;-0.007; 
2019;6;10;1;1;1;;SERVICIOS DE EDUCACIÓN PRE - ESCOLAR Y ENSEÑANZA BÁSICA;172.331;104.78;0.0;4.2; ;0.000;0.072; 
2019;6;11;1;1;1;;ALIMENTOS Y BEBESTIBLES CONSUMIDOS FUERA DEL HOGAR;426.808;103.58;0.1;1.6; ;0.006;0.070; 
2019;6;12;1;1;1;;SERVICIOS DE PELUQUERÍA Y CUIDADO PERSONAL;0.39909;102.93;0.0;1.3; ;0.000;0.005; 
2019;6;1;2;1;1;;CAFÉ Y SUCEDÁNEOS;0.15522;99.58;-0.6;0.6; ;-0.001;0.001; 
2019;6;2;2;1;1;;CIGARRILLOS;190.687;104.00;0.0;4.0; ;0.000;0.076; 
2019;6;3;2;1;1;;CALZADO PARA HOMBRE;0.38761;106.69;0.5;8.4; ;0.002;0.032; 
2019;6;4;2;1;1;;MATERIALES PARA LA CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA;0.82245;103.09;0.2;-0.1; ;0.002;-0.001; 
2019;6;5;2;1;1;;TEXTILES PARA EL HOGAR;0.26025;97.59;-0.6;2.6; ;-0.001;0.006; 
2019;6;6;2;1;1;;SERVICIOS MÉDICOS;169.192;102.16;0.1;1.6; ;0.001;0.026; 
2019;6;7;2;1;1;;REPUESTOS Y ACCESORIOS PARA EL AUTOMÓVIL;0.39799;97.23;1.0;-1.8; ;0.004;-0.007; 
2019;6;8;2;1;1;;SERVICIOS DE TELECOMUNICACIONES;48.411;97.71;-0.1;-0.2; ;-0.004;-0.011; 
2019;6;9;2;1;1;;JUGUETES Y CONSOLAS DE VIDEOJUEGO;0.45272;97.85;0.2;-0.8; ;0.001;-0.004; 
2019;6;10;2;1;1;;SERVICIOS DE EDUCACIÓN DE LA ENSEÑANZA MEDIA;0.64279;102.10;0.0;1.7; ;0.000;0.011; 
2019;6;11;2;1;1;;SERVICIOS DE ALOJAMIENTO;0.51476;100.86;-0.3;1.7; ;-0.001;0.008; 
2019;6;12;2;1;1;;JOYERÍA Y RELOJES;0.24136;100.94;-0.1;0.2; ;0.000;0.001; 
2019;6;4;3;1;1;;SUMINISTRO DE AGUA Y ALCANTARILLADO;165.637;102.13;0.0;-0.3; ;0.000;-0.006; 
2019;6;5;3;1;1;;LÍNEA BLANCA;0.6103;101.26;-1.2;1.9; ;-0.007;0.012; 
2019;6;6;3;1;1;;SERVICIOS DE HOSPITALIZACIÓN;0.97156;102.41;0.1;1.7; ;0.001;0.017; 
2019;6;7;3;1;1;;SERVICIOS DE TRANSPORTE DE PASAJEROS POR VÍAS URBANAS;181.018;105.08;0.3;2.1; ;0.005;0.040; 
2019;6;9;3;1;1;;SERVICIOS PRESTADOS POR RECINTOS DE RECREACIÓN Y DEPORTIVOS;0.84884;100.09;-0.4;0.5; ;-0.003;0.004; 
2019;6;10;3;1;1;;SERVICIOS DE PRE UNIVERSITARIO;0.16925;108.46;0.0;8.3; ;0.000;0.014; 
2019;6;12;3;1;1;;SEGUROS RELACIONADOS CON EL TRANSPORTE;0.61603;105.00;0.2;1.5; ;0.001;0.010; 
2019;6;4;4;1;1;;ELECTRICIDAD;227.238;109.40;0.1;12.8; ;0.002;0.279; 
2019;6;5;4;1;1;;ARTÍCULOS Y UTENSILIOS PARA EL HOGAR;0.28175;101.31;0.0;1.5; ;0.000;0.004; 
2019;6;9;4;1;1;;TEXTOS ESCOLARES;0.17324;101.56;0.0;1.2; ;0.000;0.002; 
2019;6;10;4;1;1;;SERVICIOS DE EDUCACIÓN SUPERIOR;352.689;105.35;0.0;4.6; ;0.000;0.162; 
2019;6;12;4;1;1;;GASTOS EN ADMINISTRACIÓN DE LOS SERVICIOS FINANCIEROS;0.23354;101.97;0.3;0.6; ;0.001;0.001; 
2019;6;5;5;1;1;;HERRAMIENTAS;0.10642;100.67;-0.2;3.2; ;0.000;0.003; 
2019;6;9;5;1;1;;SERVICIOS DE VIAJES CON TODO INCLUIDO;0.76585;126.26;2.0;14.0; ;0.018;0.118; 
2019;6;10;5;1;1;;SERVICIOS DE ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL;0.53344;111.49;0.0;6.9; ;0.000;0.038; 
2019;6;12;5;1;1;;OTROS SERVICIOS;0.90116;104.54;0.1;2.8; ;0.001;0.025; 
2019;6;5;6;1;1;;PRODUCTOS DE LIMPIEZA PARA EL HOGAR;0.8504;99.55;-0.5;1.4; ;-0.004;0.012; 
2019;6;1;1;2;1;;CARNE DE VACUNO FRESCA, REFRIGERADA O CONGELADA;183.118;100.21;-0.2;1.5; ;-0.003;0.026; 
2019;6;2;1;2;1;;VINOS;0.96935;102.62;0.8;1.2; ;0.008;0.012; 
2019;6;3;1;2;1;;VESTUARIO PARA HOMBRE;0.64714;95.26;-1.4;-1.9; ;-0.009;-0.012; 
2019;6;5;1;2;1;;SERVICIO DE REPARACIÓN DE MUEBLES;0.02258;104.28;0.7;2.7; ;0.000;0.001; 
2019;6;6;1;2;1;;OTROS PRODUCTOS MÉDICOS;0.07603;101.43;-2.8;0.8; ;-0.002;0.001; 
2019;6;7;1;2;1;;MOTOCICLETA;0.05903;104.57;0.1;4.9; ;0.000;0.003; 
2019;6;9;1;2;1;;CÁMARAS;0.06172;98.73;3.1;2.3; ;0.002;0.001; 
2019;6;12;1;2;1;;PRODUCTOS PARA EL CUIDADO PERSONAL;0.52981;102.41;0.3;2.7; ;0.001;0.014; 
2019;6;1;2;2;1;;AGUA MINERAL Y PURIFICADA;0.21102;102.11;0.4;1.5; ;0.001;0.003; 
2019;6;4;2;2;1;;SERVICIOS PARA LA CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA;0.8895;105.45;0.9;2.5; ;0.008;0.023; 
2019;6;6;2;2;1;;SERVICIOS DENTALES;126.413;103.46;0.0;3.0; ;0.000;0.038; 
2019;6;7;2;2;1;;COMBUSTIBLES PARA EL AUTOMÓVIL;311.474;101.98;-0.3;-1.3; ;-0.011;-0.040; 
2019;6;9;2;2;1;;EQUIPO DE DEPORTES, CAMPING Y RECREACIÓN;0.29935;100.10;0.2;0.6; ;0.001;0.002; 
2019;6;12;2;2;1;;OTROS ARTÍCULOS PERSONALES;0.37743;95.99;-0.9;-1.0; ;-0.003;-0.004; 
2019;6;4;3;2;1;;SERVICIO DE RETIRO DE BASURA;0.09053;104.33;0.0;1.5; ;0.000;0.001; 
2019;6;5;3;2;1;;ELECTRODOMÉSTICOS;0.21586;97.40;1.7;0.6; ;0.003;0.001; 
2019;6;7;3;2;1;;SERVICIOS DE TRANSPORTE DE PASAJEROS POR VÍA AÉREA;0.75389;86.57;-2.7;-7.1; ;-0.018;-0.050; 
2019;6;9;3;2;1;;SERVICIOS PRESTADOS POR ESTABLECIMIENTOS CULTURALES;0.49267;108.38;0.4;6.0; ;0.002;0.030; 
2019;6;4;4;2;1;;GAS POR RED;0.46326;106.46;0.8;-1.7; ;0.004;-0.008; 
2019;6;9;4;2;1;;DIARIOS;0.0714;105.90;0.0;5.9; ;0.000;0.004; 
2019;6;5;6;2;1;;SERVICIOS DOMÉSTICOS;26.473;102.49;0.2;1.4; ;0.004;0.037; 
2019;6;1;1;3;1;;PESCADOS FRESCOS, REFRIGERADOS O CONGELADOS;0.26577;99.70;2.1;5.8; ;0.005;0.014; 
2019;6;2;1;3;1;;CERVEZAS;139.219;102.69;-0.5;2.1; ;-0.007;0.029; 
2019;6;3;1;3;1;;ARTÍCULOS Y ACCESORIOS DE VESTIR;0.11757;101.78;-0.4;1.1; ;0.000;0.001; 
2019;6;6;1;3;1;;ARTEFACTOS Y ARTÍCULOS TERAPÉUTICOS;0.39942;102.21;0.1;1.4; ;0.000;0.006; 
2019;6;7;1;3;1;;BICICLETA;0.06915;93.42;-2.1;-3.8; ;-0.001;-0.003; 
2019;6;9;1;3;1;;COMPUTADORES E IMPRESORAS;0.46834;95.00;-0.5;-1.9; ;-0.002;-0.008; 
2019;6;6;2;3;1;;SERVICIOS DE LABORATORIOS DE ANÁLISIS MÉDICOS, DE DIAGNOSTICO Y RADIOLÓGICOS;0.59966;101.76;0.0;1.2; ;0.000;0.007; 
2019;6;7;2;3;1;;SERVICIOS DE MANTENCIÓN Y REPARACIÓN DEL AUTOMÓVIL;0.89246;101.81;0.0;0.8; ;0.000;0.007; 
2019;6;9;2;3;1;;JARDINERÍA Y FLORES;0.11965;101.37;-0.5;0.7; ;-0.001;0.001; 
2019;6;4;3;3;1;;OTROS SERVICIOS RELACIONADOS CON LA VIVIENDA;0.08189;108.26;0.4;3.4; ;0.000;0.003; 
2019;6;5;3;3;1;;SERVICIOS DE REPARACIÓN DE LÍNEA BLANCA Y ELECTRODOMÉSTICOS;0.03963;103.59;1.1;1.8; ;0.000;0.001; 
2019;6;7;3;3;1;;SERVICIOS DE TRANSPORTE COMBINADO DE PASAJEROS;126.432;105.62;0.0;2.9; ;0.000;0.037; 
2019;6;9;3;3;1;;JUEGOS DE AZAR;0.02478;100.00;0.0;0.0; ;0.000;0.000; 
2019;6;4;4;3;1;;OTROS COMBUSTIBLES DE USO DOMÉSTICO;0.50515;100.42;-1.2;3.1; ;-0.006;0.015; 
2019;6;9;4;3;1;;ARTÍCULOS ESCOLARES;0.31019;101.45;0.8;-0.6; ;0.002;-0.002; 
2019;6;1;1;4;1;;LECHES;0.72248;103.24;0.6;4.4; ;0.004;0.031; 
2019;6;3;1;4;1;;SERVICIOS DE LIMPIEZA Y REPARACIÓN DE VESTUARIO;0.06004;103.92;0.4;2.8; ;0.000;0.002; 
2019;6;9;1;4;1;;REGISTROS DE SONIDOS E IMÁGENES;0.04773;82.13;-1.8;-12.7; ;-0.001;-0.006; 
2019;6;7;2;4;1;;SERVICIOS DE ESTACIONAMIENTO;0.2761;100.82;-0.1;0.6; ;0.000;0.002; 
2019;6;9;2;4;1;;ALIMENTOS Y ACCESORIOS PARA MASCOTAS;0.75279;102.20;1.1;1.2; ;0.008;0.009; 
2019;6;1;1;5;1;;MANTEQUILLA Y MARGARINA;0.23888;105.61;0.0;1.5; ;0.000;0.004; 
2019;6;9;2;5;1;;SERVICIOS VETERINARIOS;0.24731;105.16;0.7;3.5; ;0.002;0.009; 
2019;6;1;1;6;1;;FRUTAS FRESCAS, REFRIGERADAS O CONGELADAS;0.79334;97.30;2.3;-10.0; ;0.017;-0.085; 
2019;6;1;1;7;1;;HORTALIZAS FRESCAS, REFRIGERADAS, CONGELADAS O CONSERVADAS;192.322;101.66;-0.3;4.3; ;-0.005;0.080; 
2019;6;1;1;8;1;;AZÚCAR Y ENDULZANTES;0.17443;99.91;-0.1;0.8; ;0.000;0.001; 
